year,season,discipline,startDate,endDate,organisingFederationCode,eventName,eventVenue,eventLevel,eventTypes,localOrganisers,region,information,eventorUrl,entryType,entryDeadlines,eventStatus,punchingSystem,websiteUrl,numberOfCompetitions,eventForm,competitionFormat,numberOfEntries,numberOfFemaleResults,numberOfMaleResults,numberOfUnknownGenderResults
,,MTBO,,,FIN,"Finnish Championship MTBO, Long distance",Jurva Biathlon Centre,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7819,Individual,2023-07-06 21:59:59,Completed,Emit,https://www.suuntajurva.net/kilpailut,0,Individual,Long,0,17,10,0
,,FootO,,,USA,"North American Orienteering Championships (Senior, Junior, Youth)",,Major Event,Regional Championships; World Ranking Event,Cascade Orienteering Club; Truckee Orienteering Club; Bay Area Orienteering Club; Gold Country Orienteers,North America,"The 2023 Cal-O-fest is the Covid-delayed 2020 event, now taking place in 2023. The Cal-O-fest includes the NAOC event.",https://eventor.orienteering.org/Events/Show/7200,Individual,,Approved,Manual,https://cal-o-fest.com,4,Individual; Relay,Long; Middle; Relay; Sprint,0,0,0,0
,,FootO,,,GBR,Moray (Day 2),Darnaway,World Ranking Event,World Ranking Event,Scottish Orienteering Association,Europe,,https://eventor.orienteering.org/Events/Show/7663,Individual,2023-06-30 22:59:59,Completed,SportIdent,http://scottish6days.org,0,Individual,Middle,0,90,37,0
,,FootO,,,CZE,Orienteering World Cup Round 2,,Major Event,World Cup; World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7247,Individual,2023-06-02 21:59:59; 2023-07-23 21:59:59; 2023-08-01 10:00:59,Entries opened,Manual,http://www.wcup.cz,4,Individual; Relay,Long; Middle; Sprint; SprintRelay,421,0,0,0
,,FootO,,,CAN,Canadian Orienteering Championships - Sprint,"University of Montreal campus, Montreal, QC",World Ranking Event,World Ranking Event,,North America,,https://eventor.orienteering.org/Events/Show/7824,Individual,2023-08-09 03:59:59,Completed,SportIdent,http://www.coc2023.ca,0,Individual,Sprint,0,24,8,0
,,FootO,,,SVK,World Masters Orienteering Championships 2023,,Major Event,World Masters,Klub OB ATU Kosice,Europe,,https://eventor.orienteering.org/Events/Show/7476,Individual,2023-01-15 22:59:59; 2023-05-10 21:59:59; 2023-06-30 21:59:59,Completed,SportIdent,http://wmoc2023.sk,0,Individual,Long; Middle; Sprint,3297,8219,5273,0
,,FootO,,,CAN,Canadian Orienteering Championships - Middle,"Ski Montcalm, QC",World Ranking Event,World Ranking Event,,North America,,https://eventor.orienteering.org/Events/Show/7823,Individual,,Completed,SportIdent,http://www.coc2023.ca,0,Individual,Middle,0,23,8,0
,,FootO,,,LAT,Siguldas Kauss 2023 WRE Ratnieki,Ratnieki,World Ranking Event,World Ranking Event,Siguldas Takas,Europe,Terrain views: https://youtu.be/xQHviDHNrbQ,https://eventor.orienteering.org/Events/Show/7764,Individual,2023-07-25 20:59:59; 2023-08-08 20:59:59,Completed,SportIdent,http://siguldastakas.lv/siguldaskauss2023/,0,Individual,Long,36,25,11,0
,,FootO,,,CAN,Canadian Orienteering Championships - Long,"Ski Montcalm, QC",World Ranking Event,World Ranking Event,,North America,,https://eventor.orienteering.org/Events/Show/7822,Individual,,Completed,SportIdent,http://www.coc2023.ca,0,Individual,Long,0,18,8,0
,,MTBO,,,CZE,CX80 World MTB Orienteering Championships 2023 & CX80 World Cup in MTB Orienteering,,Major Event,World Championships,,Europe,,https://eventor.orienteering.org/Events/Show/6872,Individual,2023-07-13 19:59:59; 2023-08-10 21:59:59; 2023-08-16 21:59:59,Entries opened,Manual,http://www.wmtboc2023.cz,5,Individual; Relay,Long; Mass Start; Middle; Relay; Sprint,179,0,0,0
,,MTBO,,,CZE,Junior World MTB Orienteering Championships 2023,,Major Event,Junior World Championships,,Europe,,https://eventor.orienteering.org/Events/Show/6877,Individual,2023-07-13 19:59:59; 2023-08-10 21:59:59; 2023-08-16 21:59:59,Entries opened,Manual,http://www.wmtboc2023.cz,5,Individual; Relay,Long; Mass Start; Middle; Relay; Sprint,114,0,0,0
,,FootO,,,BEL,ASOM 2023,Ghent (Belgium),World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7790,Individual,2023-07-31 21:59:59; 2023-08-16 16:00:59,Completed,SportIdent,http://asom.be,0,Individual,KnockOutSprint,106,223,136,0
,,FootO,,,BRA,ISF World School Championship Orienteering 2023,,Partner Event,Partner Event,,South America,,https://eventor.orienteering.org/Events/Show/7736,Individual,,Approved,Manual,https://www.isfsports.org,0,Individual,Long,0,0,0,0
,,TrailO,,,USA,Philadelphia's Navy Yard  Welcomes TrailO,"Navy Yard, Philadelphia, PA, USA",World Ranking Event,World Ranking Event,,North America,"Please use this link to make accommodation reservations with a special price:

https://www.marriott.com/events/start.mi?id=1681405834420&key=GRP",https://eventor.orienteering.org/Events/Show/7681,Individual,2023-08-11 04:00:59,Completed,Manual,https://www.capitalregionnordicalliance.org/events.html,0,Individual,TempO,14,10,5,0
,,FootO,,,BEL,ASOM 2023,Ghent (Belgium),World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7791,Individual,2023-08-16 16:00:59,Completed,SportIdent,http://asom.be,0,Individual,Sprint,103,106,61,0
,,TrailO,,,USA,Philadelphia's Navy Yard  Welcomes TrailO,"Navy Yard and FDR Park, Philadelphia, PA USA",World Ranking Event,World Ranking Event,,North America,"Please use this link to make accommodation reservations with a special price:

https://www.marriott.com/events/start.mi?id=1681405834420&key=GRP",https://eventor.orienteering.org/Events/Show/7615,Individual,2023-08-11 04:00:59,Completed,Manual,https://www.capitalregionnordicalliance.org/events.html,0,Individual,PreO,14,9,6,0
,,FootO,,,SUI; SUI,European University Orienteering Championships 2023,,Partner Event,Partner Event,OL Regio Wil; OLG St. Gallen/Appenzell,,Bulletin 4 is updated 22/8 8:45,https://eventor.orienteering.org/Events/Show/7848,Individual,,Approved,Manual,https://orienteering2023.eusa.eu/,0,Individual,Long,0,0,0,0
,,FootO,,,BIH,South East European Orienteering Championship,,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7910,Individual,2023-08-23 21:59:59,Entries opened,Manual,http://www.seeoc23.org/,4,Individual; Relay,Long; Middle; Relay; Sprint,51,0,0,0
,,FootO,,,DEN,DM Mellem,Grib Skov Nord,World Ranking Event,World Ranking Event,FIF Hilleroed Orientering,,,https://eventor.orienteering.org/Events/Show/7667,Individual,2023-08-22 17:00:59,Completed,SportIdent,https://info.fiforientering.dk/arrangementer/2023-08-26-dm-mellem/,0,Individual,Middle,83,54,25,0
,,TrailO,,,HUN,Hungarian TrailO weekend,"Öskü, Hungary",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7738,Individual,2023-08-20 22:00:59; 2023-08-24 22:00:59,Completed,SportIdent,https://adatbank.mtfsz.hu/esemeny/show/esemeny_id/8070,0,Individual,PreO,68,45,20,0
,,FootO,,,FIN,Pre-WOC2025,Kuopio,World Ranking Event,World Ranking Event,Kuopion Suunnistajat,Europe,"Kuopion Suunnistajat is organizing Pre-WOC2025 (WRE) and Viestiliiga Relay 26.-27.8.2023.
World Cup in September 2024.
WOC in July 2025.",https://eventor.orienteering.org/Events/Show/7703,Individual,2023-08-20 20:59:59; 2023-08-22 20:59:59,Completed,Emit,https://www.woc2025.fi/,0,Individual,Middle,23,160,67,0
,,TrailO,,,HUN,Hungarian TrailO weekend,"Öskü, Hungary",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7739,Individual,2023-08-20 22:00:59; 2023-08-24 22:00:59,Completed,SportIdent,https://adatbank.mtfsz.hu/esemeny/show/esemeny_id/8070,0,Individual,TempO,69,45,19,0
,,FootO,,,DEN,Danish Championship K O Sprint,Hillerød ,World Ranking Event,World Ranking Event,FIF Hilleroed Orientering,,,https://eventor.orienteering.org/Events/Show/7684,Individual,2023-08-23 06:30:59,Completed,SportIdent,,0,Individual,KnockOutSprint,134,83,49,0
,,FootO,,,INA,Internasional Gebyar Citra Pemuda 2023 - Orienteering Championship,Taman Mini Indonesia Indah ,World Ranking Event,World Ranking Event,Eka Citra Orienteering Team UNJ,Asia,,https://eventor.orienteering.org/Events/Show/7911,Individual,2023-08-27 16:59:59; 2023-08-31 16:59:59,Completed,SportIdent,http://ekacitraunj.com,0,Individual,Sprint,50,42,21,0
,,FootO,,,GBR,Sprint Scotland Day 1 - Knock-Out Sprint,Alloa,World Ranking Event,World Ranking Event,Scottish Orienteering Association,Europe,Sprint Scotland entries are now open on SiEntries: https://www.sientries.co.uk/event.php?event_id=11883,https://eventor.orienteering.org/Events/Show/7834,Individual,2023-08-27 22:59:59,Completed,SportIdent,https://sprintscotland.weebly.com/,0,Individual,KnockOutSprint,16,162,92,0
,,FootO,,,SUI,Nationalteam Test Race Sprint,Morbio Inferiore,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7753,Individual,,Completed,SportIdent,,0,Individual,Sprint,0,55,54,0
,,FootO,,,FIN,"Finnish Orienteering Championship, Long distance","Joensuu, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7707,Individual,2023-08-24 20:59:59,Completed,Emit,https://kr.kalevanrasti.fi/kilpailu/sm2023/,0,Individual,Long,3,156,78,0
,,FootO,,,GBR,Sprint Scotland Day 2 - Sprint,Falkirk,World Ranking Event,World Ranking Event,Scottish Orienteering Association,Europe,,https://eventor.orienteering.org/Events/Show/7835,Individual,2023-08-27 22:59:59,Completed,SportIdent,https://sprintscotland.weebly.com/,0,Individual,Sprint,16,63,25,0
,,FootO,,,FIN,"Finnish Championship, Sprint distance",Lahti City,World Ranking Event,World Ranking Event,Lahden Suunnistajat 37,Europe,,https://eventor.orienteering.org/Events/Show/7709,Individual,2023-08-31 20:59:59,Completed,Emit,https://www.ls37.fi/suunnistustapahtumat/sprint-sm/,0,Individual,Sprint,12,169,136,0
,,FootO,,,GER,Bundesranglistenlauf-Lang OL,Kassel,World Ranking Event,World Ranking Event,OSC Kassel,Europe,,https://eventor.orienteering.org/Events/Show/7742,Individual,2023-08-17 22:00:59,Completed,SportIdent,https://www.orientierungslauf-in-hessen.de/orientierungslauf-wochenende-kassel-2023/,0,Individual,Long,2,26,11,0
,,FootO,,,SUI,Swiss Championships Middle,Ballenberg,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7754,Individual,,Completed,SportIdent,,0,Individual,Middle,0,112,71,0
,,FootO,,,CZE,Czech Cup ,"Hod?šovice - 50.1456789N, 15.9194439E",World Ranking Event,World Ranking Event,OK Slavia Hradec Kralove,Europe,,https://eventor.orienteering.org/Events/Show/7691,Individual,2023-08-27 21:59:59,Completed,SportIdent,http://za2023.shk-ob.cz,0,Individual,Middle,3,40,37,0
,,FootO,,,DEN,DM Lang,Rosenvold,World Ranking Event,World Ranking Event,OK Snab,,,https://eventor.orienteering.org/Events/Show/7668,Individual,2023-09-06 21:59:59,Completed,SportIdent,http://dm-lang-2023.ok-snab.dk/index.php/en/,0,Individual,Long,71,49,16,0
,,FootO,,,NOR,NC sprint,Tromsø,World Ranking Event,World Ranking Event,,Europe,"Entry to this competition has to be done in Norwegian Eventor:
https://eventor.orientering.no/Events/Show/15712 ",https://eventor.orienteering.org/Events/Show/7632,Individual,,Completed,Emit,,0,Individual,Sprint,0,64,43,0
,,FootO,,,ITA,Campionato Italiano CO Sprint,Carrara,World Ranking Event,World Ranking Event,GS Orienteering Folgore,Europe,,https://eventor.orienteering.org/Events/Show/7503,Individual,2023-09-10 22:00:59,Completed,SportIdent,https://www.versiliaorienteeringweekend.com/,0,Individual,Sprint,0,58,39,0
,,FootO,,,NOR,NC mellom,Tromsø,World Ranking Event,World Ranking Event,,Europe,"Entry to this competition has to be done in Norwegian Eventor:
https://eventor.orientering.no/Events/Show/17442 ",https://eventor.orienteering.org/Events/Show/7633,Individual,,Completed,Emit,,0,Individual,Middle,0,85,56,0
,,FootO,,,MDA,Moldavian Middle Distance Championship,,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7883,Individual,2023-09-13 20:59:59; 2023-09-15 20:59:59,Completed,SportIdent,http://adventure.md,0,Individual,Middle,58,31,15,0
,,FootO,,,HUN,Hungarian Sprint Championships,Pecs,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7611,Individual,2023-09-01 21:59:59,Completed,SportIdent,http://rob.pvmtajfutas.hu/,0,Individual,Sprint,9,20,20,0
,,FootO,,,SUI,Swiss Championships Long,Le Sentier,World Ranking Event,World Ranking Event,CO Lausanne Jorat,Europe,,https://eventor.orienteering.org/Events/Show/7755,Individual,2023-08-28 21:59:59; 2023-09-04 21:59:59,Completed,SportIdent,https://www.lom2023.ch,0,Individual,Long,2,51,33,0
,,MTBO,,,ITA,CX80 World Cup in MTB Orienteering and U23 World MTB Orienteering Championships 2023,,Major Event,World Cup,Gronlait Orienteering Team,Europe,,https://eventor.orienteering.org/Events/Show/7233,Individual,2023-08-21 21:59:59; 2023-09-11 21:59:59; 2023-09-19 10:00:59,Entries opened,Manual,https://www.gronlait.it/it/pagina/world-mtbo-cup-2023,3,Individual; Relay,Long; Middle; MixedRelay,118,0,0,0
,,FootO,,,CZE,Czech Cup ,Brno,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7711,Individual,2023-09-12 21:59:59,Completed,SportIdent,http://tbm.cz/zavody,0,Individual,Sprint,13,51,46,0
,,FootO,,,GER,German Championship Long Distance,Nittenau,World Ranking Event,World Ranking Event,OLG Regensburg,Europe,,https://eventor.orienteering.org/Events/Show/7690,Individual,2023-09-10 21:59:59,Completed,SportIdent,http://olg-regensburg.de,0,Individual,Long,6,31,23,0
,,FootO,,,EST,Magaziin Orienteering Games,"Kuutsemäe, Valga county",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7816,Individual,2023-09-18 20:59:59,Completed,SportIdent,https://kobras.polvamaa.ee/,0,Individual,Long,14,12,6,0
,,FootO,,,EST,Magaziin Orienteering Games 2,"Kuutsemäe, Valga county",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7817,Individual,2023-09-18 20:59:59; 2023-09-23 20:59:59,Completed,SportIdent,https://kobras.polvamaa.ee/,0,Individual,Middle,18,13,6,0
,,MTBO,,,ITA,Coppa Italia MTB-O,"Santa Colomba, Civezzano (Italy)",World Ranking Event,World Ranking Event,ASD Orienteering Pine,Europe,,https://eventor.orienteering.org/Events/Show/7830,Individual,2023-09-19 21:59:59,Completed,SportIdent,http://www.fiso.it/gara/202330,0,Individual,Long,23,21,9,0
,,FootO,,,AUS,Australian Middle Distance Championships,Peterdine,World Ranking Event,World Ranking Event,,Oceania,"Entries are made in Australin Eventor, https://eventor.orienteering.asn.au/Events/Show/18140",https://eventor.orienteering.org/Events/Show/7697,Individual,,Completed,SportIdent,https://www.wa.orienteering.asn.au/kambarang-2023,0,Individual,Middle,0,19,10,0
,,FootO,,,CZE,Czech Sprint Championship,Opava,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7692,Individual,2023-09-17 21:59:59,Completed,SportIdent,http://mcr2023.obopava.cz,0,Individual,Sprint,7,46,31,0
,,FootO,,,EST,Tallinn Sprint Weekend,Tallinn,World Ranking Event,World Ranking Event,OK Nomme,Europe,,https://eventor.orienteering.org/Events/Show/7953,Individual,2023-09-27 20:59:59,Completed,SportIdent,https://oknomme.ee/?p=33,0,Individual,Sprint,35,24,12,0
,,TrailO,,,ITA,Coppa Italia TrailO,Palmanova,World Ranking Event,World Ranking Event,Friuli MTB e Orienteering ASD,Europe,,https://eventor.orienteering.org/Events/Show/7787,Individual,2023-09-28 21:59:59,Completed,Manual,http://www.friulimtb.it,0,Individual,TempO,23,30,5,0
,,FootO,,,ITA,Orienteering World Cup Round 3 with European Orienteering Championships 2023,,Major Event,Regional Championships; World Cup; World Ranking Event,Park World Tour Italia,Europe,,https://eventor.orienteering.org/Events/Show/7246,Individual,2023-08-03 21:59:59; 2023-09-23 21:59:59; 2023-10-03 10:00:59,Entries opened,Manual,http://www.eoc2023.it,4,Individual; Relay,KnockOutSprint; Sprint; SprintRelay,375,0,0,0
,,FootO,,,AUS,Australian Long Distance Championships,Avon Valley National Park,World Ranking Event,World Ranking Event,,Oceania,"Entries are made in Australin Eventor, https://eventor.orienteering.asn.au/Events/Show/18143",https://eventor.orienteering.org/Events/Show/7698,Individual,,Completed,SportIdent,https://www.wa.orienteering.asn.au/kambarang-2023,0,Individual,Long,0,16,6,0
,,FootO,,,AUS,Australian Sprint Championships,Christ Church Grammar School / Methodist Ladies College,World Ranking Event,World Ranking Event,,Oceania,"Entries are made in Australin Eventor, https://eventor.orienteering.asn.au/Events/Show/18144",https://eventor.orienteering.org/Events/Show/7696,Individual,,Completed,SportIdent,https://www.wa.orienteering.asn.au/kambarang-2023,0,Individual,Sprint,0,46,29,0
,,FootO,,,ROU,Mentor Silva Cup,"Curtea de Arges, Romania",World Ranking Event,World Ranking Event,CS Mentor Silva,Europe,,https://eventor.orienteering.org/Events/Show/7807,Individual,2023-10-05 20:59:59,Completed,SportIdent,,0,Individual,Middle,10,18,4,0
,,FootO,,,GBR,Euromeeting Knock-Out Sprint,"Stirling University, Stirling, Scotland",World Ranking Event,World Ranking Event,Forth Valley Orienteers,Europe,"National Teams ONLY should submit their entries via Eventor and make payment by separate bank transfer.

All other WRE entrants should enter and pay individually via https://www.sientries.co.uk/event.php?event_id=12247",https://eventor.orienteering.org/Events/Show/7889,Individual,2023-10-08 22:59:59,Completed,SportIdent,https://www.woc2024.org/training/,0,Individual,KnockOutSprint,118,230,172,0
,,FootO,,,HUN,Hungarian Long Distance Championships,Varpalota,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7612,Individual,,Completed,SportIdent,https://adatbank.mtfsz.hu/esemeny/show/esemeny_id/7838,0,Individual,Long,0,29,16,0
,,FootO,,,GBR,Euromeeting Individual Sprint,"Stirling University, Stirling, Scotland",World Ranking Event,World Ranking Event,Forth Valley Orienteers,Europe,"National Teams ONLY should submit their entries via Eventor and make payment by separate bank transfer.

All other WRE entrants should enter and pay individually via https://www.sientries.co.uk/event.php?event_id=12247",https://eventor.orienteering.org/Events/Show/7890,Individual,2023-10-08 22:59:59,Completed,SportIdent,https://www.woc2024.org/training/,0,Individual,Sprint,118,89,62,0
,,FootO,,,SRB,Banat Open 2023 – 2 nd day,"Šumarak, Kovin",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7672,Individual,2023-10-12 21:59:59,Completed,SportIdent,https://avalaevents.rs/page5.html,0,Individual,Middle,31,16,6,0
,,FootO,,,NZL,Orienteering New Zealand Championships,"Splash Planet, Hastings",World Ranking Event,World Ranking Event,,Oceania,,https://eventor.orienteering.org/Events/Show/7916,Individual,,Completed,SportIdent,https://www.oevents.nz/nzoc2023/,0,Individual,Sprint,0,35,27,0
,,FootO,,,INA,Indonesian Open Orienteering Championship & ASEAN O-MEETING 2023 Series 2 (Sprint),"Kampung Wisata Sewu Kembang, Dusun Nglurah, Kelurahan Tawangmangu,  Kecamatan Tawangmangu, Kabupaten Karanganyar City, Central Java, Indonesia",World Ranking Event,World Ranking Event,,Asia,"Payment transfer with paypal :
https://www.paypal.com/paypalme/085889525361",https://eventor.orienteering.org/Events/Show/7930,Individual,2023-10-19 15:59:59,Completed,SportIdent,http://foni.or.id,0,Individual,Sprint,26,78,47,0
,,FootO,,,NZL,Orienteering New Zealand Championships,"Mangatarata, Waipukurau",World Ranking Event,World Ranking Event,,Oceania,,https://eventor.orienteering.org/Events/Show/7917,Individual,,Completed,SportIdent,https://www.oevents.nz/nzoc2023/,0,Individual,Middle,0,36,31,0
,,FootO,,,ITA,Finale di Coppa Italia,Genova Bolzaneto,World Ranking Event,World Ranking Event,Associazione Amatori Orienteering Genova,Europe,,https://eventor.orienteering.org/Events/Show/7724,Individual,2023-10-16 21:59:59,Completed,SportIdent,http://www.woc2026.it,0,Individual,Sprint,41,55,33,0
,,FootO,,,HKG,2023 Annual Orienteering Championships (Middle),Hong Kong,World Ranking Event,World Ranking Event,Akinalliance,Asia,,https://eventor.orienteering.org/Events/Show/7743,Individual,,Completed,SportIdent,,0,Individual,Middle,0,54,34,0
,,FootO,,,INA,Indonesian Open Orienteering Championship & ASEAN O-MEETING 2023 Series 2 (Forest sprint),"Bukit Sekipan Kampung Wisata Sewu Kembang, Dusun Nglurah, Kelurahan Tawangmangu,  Kecamatan Tawangmangu, Kabupaten Karanganyar City, Central Java, Indonesia",World Ranking Event,World Ranking Event,,Asia,"Payment transfer with paypal :
https://www.paypal.com/paypalme/085889525361",https://eventor.orienteering.org/Events/Show/7933,Individual,2023-10-19 15:59:59,Completed,SportIdent,http://foni.or.id,0,Individual,Sprint,14,73,47,0
,,FootO,,,FRA,Championnat de France de Sprint,La Palmyre (17),World Ranking Event,World Ranking Event,,Europe,"IMPORTANT
Access to this area is exceptionally tolerated for the runner and accompanying person 
(accomodation , shops, ..)
On the other hand, no orienteering training with a map, no route choice test.
It is forbidden to explore or recognize the area by running or walking

Thank you to the participants for fair-play",https://eventor.orienteering.org/Events/Show/7722,Individual,2023-10-26 21:59:59,Completed,SportIdent,https://club-co17.com/,0,Individual,Sprint,52,22,23,0
,,TrailO,,,ITA,Etrusk Trail-O Weekend day1,Cerveteri,World Ranking Event,World Ranking Event,ASD Orsa Maggiore,Europe,,https://eventor.orienteering.org/Events/Show/7725,Individual,2023-10-25 21:59:59,Completed,Manual,https://asdorsamaggiore.it/28-29-ottobre-2023-etrusk-trailo-weekend-wre/,0,Individual,TempO,75,53,17,0
,,FootO,,,TUR,2. Pergamon-O-Week,?zmir-Bergama,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7905,Individual,2023-10-24 20:59:59,Completed,SportIdent,https://anatolia-o-group.com/en/,0,Individual,Middle,22,19,14,0
,,FootO,,,NED,Frysia & Drenthe 2 Days 2023,Appelscha,World Ranking Event,World Ranking Event,HOC93,Europe,See www.drenthe2days.nl and please use orienteeringonline.net. Information about fee and entry dates are not valid. Please see out website.,https://eventor.orienteering.org/Events/Show/7833,Individual,2023-10-21 21:59:59,Completed,SportIdent,http://www.drenthe2days.nl,0,Individual,Middle,10,41,23,0
,,FootO,,,HKG,2023 Annual Orienteering Championships (Long),Hong Kong,World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7744,Individual,,Completed,SportIdent,,0,Individual,Long,0,36,27,0
,,FootO,,,MDA,Moldavian Knock-Out Sprint Championship 2023,Chisinau,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7717,Individual,2023-10-26 21:59:59,Completed,SportIdent,https://runhub.md/tour/moldova-orienteering-week,0,Individual,KnockOutSprint,43,95,71,0
,,TrailO,,,ITA,Etrusk Trail-O Weekend day2,Cerveteri,World Ranking Event,World Ranking Event,ASD Orsa Maggiore,Europe,,https://eventor.orienteering.org/Events/Show/7726,Individual,2023-10-25 21:59:59,Completed,SportIdent,https://asdorsamaggiore.it/28-29-ottobre-2023-etrusk-trailo-weekend-wre/,0,Individual,PreO,75,53,17,0
,,FootO,,,TUR,2. Pergamon-O-Week,?zmir - Bergama,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7906,Individual,2023-10-24 20:59:59,Completed,SportIdent,https://anatolia-o-group.com/en/,0,Individual,Sprint,22,19,14,0
,,FootO,,,TUR,Ist5days,Istanbul,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7820,Individual,2023-10-25 20:59:59,Completed,SportIdent,http://www.ist5days.com/,0,Individual,Sprint,8,14,5,0
,,FootO,,,JPN,Japan Orienteering Championships – Middle distance,"Katsuura, Chiba prefecture",World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7758,Individual,2023-10-15 14:59:59,Completed,SportIdent,https://www.orienteering.or.jp/joc/2023/,0,Individual,Middle,0,79,53,0
,,FootO,,,TUR,Ist5days,Istanbul,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7821,Individual,2023-10-25 20:59:59,Completed,SportIdent,http://www.ist5days.com/,0,Individual,Middle,9,15,5,0
,,FootO,,,JPN,Japan Orienteering Championships – Long distance,"Katsuura, Chiba prefecture",World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7759,Individual,2023-10-15 14:59:59,Completed,SportIdent,https://www.orienteering.or.jp/joc/2023/,0,Individual,Long,0,71,45,0
,,FootO,,,COL,Colombian Orienteering Championships - Sprint ,Bucaramanga,World Ranking Event,World Ranking Event,,South America,,https://eventor.orienteering.org/Events/Show/7913,Individual,2023-11-09 04:59:59,Completed,SportIdent,https://cnos2023.orientacion.co/,0,Individual,KnockOutSprint,19,15,9,0
,,FootO,,,COL,Colombian Orienteering Championships - Sprint ,Bucaramanga,World Ranking Event,World Ranking Event,,South America,,https://eventor.orienteering.org/Events/Show/7912,Individual,2023-11-10 04:59:59,Completed,SportIdent,https://cnos2023.orientacion.co/,0,Individual,Sprint,19,15,9,0
,,FootO,,,EST,EOL Special,Rakvere,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/8079,Individual,2023-11-14 21:59:59,Completed,SportIdent,https://orienteerumine.ee/,0,Individual,Sprint,51,28,21,0
,,FootO,,,MAS,Malaysia MyO Asia Cup 2023,"Tanjong Malim, Perak, Malaysia",World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7614,Individual,2023-11-15 15:59:59,Completed,SportIdent,http://www.meoscmalaysia.com,0,Individual,Sprint,61,105,55,0
,,FootO,,,BRA,Brazilian Orienteering Championships Sprint,Brasília ,World Ranking Event,World Ranking Event,,South America,,https://eventor.orienteering.org/Events/Show/7720,Individual,2023-11-09 02:59:59,Completed,SportIdent,http://www.cbo.esp.br,0,Individual,Sprint,39,27,12,0
,,SkiO,,,FIN,Ensilumen Rastit,Muonio,World Ranking Event,World Ranking Event,,Europe,"WRE-middle 2.12.2024, national race/pursuit 3.12.2024. Entries shoud be done using IRMA-system (https://irma.suunnistusliitto.fi/). If you can not use SSL´s IRMA service, please contact oma@routamap.fi for the entry.

Model event opens 25.11., ski-o training week after the races 4.-9.12. including open Ramsau-simulation for Finnish National ski-o -team. Info about training possibilities can be found from www.ensilumenrastit.fi/2023 in the beginning of the week 47.",https://eventor.orienteering.org/Events/Show/7968,Individual,2023-11-29 21:59:59,Completed,Emit,http://www.ensilumenrastit.fi/2023,0,Individual,Middle,0,33,26,0
,,FootO,,,HKG,2023 Annual Orienteering Championships (Sprint),Hong Kong,World Ranking Event,World Ranking Event,Apex Action,Asia,,https://eventor.orienteering.org/Events/Show/7745,Individual,,Completed,SportIdent,,0,Individual,Sprint,0,43,24,0
,,TrailO,,,HKG,Hong Kong Annual Trail Orienteering Championships 2023 (Temp O),Hong Kong,World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7747,Individual,,Completed,Manual,,0,Individual,TempO,0,17,2,0
,,FootO,,,GBR,Lakeland Warrior Day 1,"Haverthwaite, South Lakes",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7928,Individual,,Completed,SportIdent,http://masterplanadventure.weebly.com,0,Individual,Middle,0,58,28,0
